Education,Income,Kidhome,Marital_Status,NumDealsPurchases,Recency,Teenhome,Year_Birth,Succesful_cmp,Months_After_2012
4,58086.0,0,1,2,80,1,1969,0,13
2,81795.0,0,3,1,74,0,1952,0,10
0,28389.0,0,2,1,49,0,1947,0,11
3,66835.0,0,3,1,21,0,1946,0,21
2,69901.0,0,1,3,95,1,1969,0,17
4,80360.0,0,3,2,56,0,1949,1,15
4,63342.0,0,2,3,48,1,1961,4,10
2,44989.0,0,3,5,26,1,1974,0,12
1,31859.0,1,0,1,3,0,1980,0,26
4,51569.0,0,1,4,39,1,1949,4,24
2,30372.0,1,1,3,33,1,1971,0,12
0,16014.0,1,0,4,42,1,1979,0,15
2,41120.0,1,3,3,80,1,1968,0,18
3,39763.0,1,0,2,9,0,1971,0,16
4,38725.0,1,3,2,52,1,1955,0,34
2,77981.0,1,3,3,78,0,1972,0,17
1,62905.0,0,3,3,68,1,1964,0,22
1,13533.0,1,1,2,45,0,1979,0,22
2,59481.0,0,2,2,47,1,1975,0,22
2,72117.0,0,3,1,34,1,1977,0,20
1,21955.0,1,3,2,81,0,1986,0,19
2,67131.0,0,3,3,72,1,1956,0,15
4,36802.0,1,0,1,23,0,1980,0,30
2,71853.0,0,2,1,29,0,1982,0,20
0,28249.0,0,3,1,80,0,1961,0,30
3,47808.0,0,3,2,30,1,1975,3,22
4,25509.0,1,1,3,15,0,1974,0,9
4,51012.0,0,3,1,86,0,1946,0,16
2,70596.0,0,0,1,68,0,1985,0,5
4,85431.0,0,2,1,54,0,1952,0,20
2,42664.0,0,3,1,44,1,1967,0,27
2,42586.0,1,2,5,7,1,1955,0,10
2,29760.0,1,0,4,87,0,1985,0,8
4,28973.0,0,3,2,59,0,1977,0,10
4,39435.0,1,2,1,16,0,1973,0,18
1,65370.0,0,3,1,1,0,1984,0,13
0,20194.0,1,0,2,64,0,1979,0,12
4,42473.0,1,0,3,72,1,1976,0,26
2,64590.0,0,3,1,98,0,1968,0,10
2,71232.0,0,2,2,91,1,1959,0,23
2,34600.0,1,2,5,8,1,1971,0,13
2,46904.0,1,0,4,20,1,1967,0,3
2,49094.0,0,3,5,6,1,1973,0,9
2,36075.0,1,2,1,54,0,1983,0,21
1,60839.0,1,2,13,72,1,1979,0,8
2,77298.0,0,2,1,46,1,1979,0,14
2,34026.0,1,2,3,11,1,1950,0,17
4,48918.0,1,0,2,21,1,1963,0,36
1,82122.0,0,2,1,89,0,1962,5,20
2,37697.0,1,0,1,82,0,1976,0,31
2,34074.0,1,2,5,69,1,1952,3,19
3,28520.0,1,3,1,55,1,1960,0,18
2,62535.0,0,0,1,13,1,1955,0,15
3,36273.0,1,0,2,80,0,1977,0,28
2,63404.0,0,2,2,97,2,1964,1,30
1,75774.0,1,2,1,27,0,1981,0,26
2,78416.0,0,2,2,99,1,1976,0,30
2,75702.0,0,2,1,87,1,1974,5,10
3,59385.0,1,2,2,85,1,1951,0,16
2,37070.0,1,0,9,30,1,1966,0,15
2,44689.0,1,3,2,82,1,1951,3,34
2,53977.0,0,2,5,21,1,1958,0,20
4,7144.0,0,0,0,92,2,1966,0,19
2,18701.0,1,0,4,95,1,1964,0,16
2,90369.0,0,3,1,2,0,1956,0,28
4,63159.0,0,0,1,74,0,1974,3,5
2,37758.0,1,2,2,49,1,1966,0,4
4,46757.0,0,0,6,71,1,1963,0,11
3,79734.0,0,3,1,72,0,1969,1,30
2,63207.0,0,2,1,68,0,1992,1,13
2,72071.0,0,1,3,4,1,1954,0,14
4,21840.0,1,2,1,80,0,1983,0,19
1,58582.0,0,2,2,15,1,1982,4,21
2,72282.0,0,0,1,70,0,1951,0,19
2,50387.0,0,3,3,91,2,1956,0,20
4,32583.0,1,2,1,10,1,1961,0,30
2,62568.0,0,2,3,99,1,1962,1,31
3,44635.0,1,1,2,25,1,1971,0,23
3,33316.0,1,0,3,34,1,1971,0,16
2,63967.0,0,3,3,57,1,1968,0,21
1,52513.0,0,2,2,84,0,1978,0,4
2,25293.0,1,3,1,51,0,1969,0,21
4,54111.0,0,1,2,97,1,1965,0,20
2,78394.0,0,2,1,13,0,1986,0,14
3,80739.0,0,3,1,92,0,1958,0,17
3,22669.0,1,2,3,30,0,1975,0,17
2,29236.0,1,0,2,30,0,1987,0,20
2,44911.0,0,2,3,11,1,1959,0,15
4,54693.0,0,3,8,72,1,1962,0,14
2,48186.0,1,2,3,39,0,1974,0,27
2,54809.0,1,3,4,0,1,1977,0,23
2,41580.0,1,2,3,15,1,1978,0,10
4,80336.0,0,3,1,12,0,1970,0,21
2,47743.0,0,3,3,56,1,1957,4,15
1,62972.0,0,3,2,39,1,1955,0,3
4,57333.0,0,1,11,55,1,1954,0,9
4,32313.0,1,2,3,60,0,1982,0,23
3,84953.0,0,1,1,73,0,1953,1,15
3,27071.0,1,1,2,90,0,1968,0,28
3,68148.0,0,2,1,86,0,1957,0,20
3,65735.0,1,2,5,37,1,1965,0,19
4,86836.0,0,3,1,7,0,1975,1,12
4,4023.0,1,3,15,29,1,1963,0,30
2,30093.0,0,3,1,19,0,1990,0,20
4,57705.0,0,3,3,14,1,1966,0,35
2,25008.0,1,0,2,72,0,1988,0,26
1,83257.0,0,0,1,56,0,1995,3,9
2,22280.0,1,2,1,85,0,1975,0,17
4,72159.0,0,3,1,62,0,1978,0,10
2,64260.0,0,2,1,1,0,1961,0,23
4,82733.0,0,0,1,28,0,1984,0,22
3,74290.0,0,1,4,70,1,1971,1,24
3,58217.0,2,0,1,84,1,1951,0,11
3,21024.0,0,2,1,89,0,1976,0,16
4,70116.0,0,3,1,73,0,1972,0,13
2,54006.0,1,2,2,42,0,1985,0,9
4,69063.0,0,3,1,16,1,1966,0,7
1,11448.0,0,1,1,16,0,1975,0,24
2,61825.0,0,0,1,56,1,1979,0,19
2,70886.0,1,3,1,65,0,1971,0,22
2,69109.0,0,3,1,10,0,1982,5,9
2,60208.0,1,1,11,13,1,1973,4,7
3,32889.0,1,2,3,78,1,1968,0,18
2,34738.0,1,0,1,51,0,1984,0,35
3,30538.0,1,2,4,27,0,1971,0,1
1,82326.0,0,2,1,30,0,1977,1,34
4,26642.0,1,1,2,71,0,1967,0,25
2,69932.0,0,1,2,97,1,1964,0,24
2,44503.0,1,0,2,83,1,1972,0,28
4,60200.0,0,0,6,3,1,1948,0,14
2,49638.0,0,1,1,71,1,1952,0,28
1,23830.0,0,0,1,3,0,1987,0,31
3,33051.0,0,1,3,15,0,1959,0,8
2,72905.0,0,3,1,52,0,1958,1,25
4,69702.0,0,2,2,8,1,1951,0,14
2,70300.0,1,1,3,89,0,1975,0,19
4,70643.0,0,3,1,66,0,1984,0,10
4,30396.0,1,3,2,22,0,1969,3,28
4,50616.0,0,1,2,56,1,1968,0,28
3,62772.0,0,0,1,74,1,1969,4,17
4,30298.0,0,0,1,48,0,1985,0,29
2,52413.0,1,0,2,67,0,1984,0,3
4,44155.0,1,3,1,24,1,1957,0,25
4,86979.0,0,1,1,67,0,1971,3,19
2,76532.0,1,2,4,38,1,1975,0,21
2,42081.0,1,3,2,86,0,1982,3,14
4,67546.0,0,3,1,90,0,1988,0,8
3,88420.0,0,2,1,87,0,1989,1,26
2,31158.0,1,3,2,62,0,1985,0,13
2,61671.0,0,1,8,23,1,1968,1,27
2,69719.0,0,0,1,99,0,1974,0,29
2,49160.0,0,1,2,29,1,1949,0,22
0,24882.0,1,2,1,52,0,1978,3,9
4,90933.0,0,0,1,90,0,1954,5,27
4,113734.0,0,0,0,9,0,1945,0,29
4,59292.0,0,2,2,71,1,1950,0,18
4,45759.0,1,3,2,13,1,1964,0,14
2,22148.0,0,0,1,16,0,1983,0,28
3,73395.0,0,3,1,94,0,1987,0,27
2,29819.0,1,1,3,77,0,1971,0,22
2,45688.0,0,3,2,20,1,1968,4,25
2,62820.0,0,3,1,51,0,1954,0,23
4,60491.0,0,3,4,81,1,1971,0,18
2,33235.0,1,2,1,71,0,1986,0,29
2,35701.0,0,3,1,36,0,1959,0,15
3,31535.0,1,3,1,95,0,1980,3,21
1,92556.0,0,2,0,32,0,1960,0,28
2,67384.0,0,0,2,32,1,1970,4,10
3,80573.0,0,2,1,85,0,1971,0,10
2,77870.0,0,3,3,93,1,1967,1,8
4,52278.0,0,1,6,24,1,1963,0,13
2,57107.0,0,0,7,44,1,1968,2,8
2,18929.0,0,3,1,15,0,1990,0,14
4,36038.0,1,0,2,82,0,1981,0,17
2,20180.0,0,0,1,27,0,1976,0,14
4,34230.0,1,2,1,72,1,1965,0,12
1,31878.0,0,0,1,7,1,1977,0,30
1,70932.0,0,3,2,57,1,1972,0,25
2,91249.0,0,0,0,84,0,1956,1,10
3,77598.0,0,0,1,53,0,1943,5,13
2,80982.0,1,0,3,48,1,1959,0,20
3,22701.0,1,3,1,2,0,1977,0,17
4,55212.0,0,3,3,65,1,1969,2,11
2,70617.0,0,3,1,45,0,1970,0,18
2,64849.0,0,0,1,42,0,1957,0,11
3,62694.0,1,3,5,29,1,1965,0,18
4,61917.0,1,3,1,83,1,1974,0,23
4,67472.0,0,3,2,93,1,1947,0,21
3,21059.0,1,3,3,40,0,1982,0,31
3,29543.0,2,3,2,47,0,1968,0,25
2,75903.0,0,3,2,50,1,1951,0,20
1,34984.0,1,2,2,40,1,1975,0,6
4,54998.0,0,0,5,3,1,1956,0,22
4,54356.0,0,1,3,62,1,1949,0,11
3,34242.0,0,3,1,25,1,1959,0,27
2,25410.0,1,3,1,48,0,1973,0,20
4,73356.0,0,3,1,56,0,1984,1,30
2,28320.0,0,2,1,68,1,1950,0,13
2,23763.0,1,0,1,64,0,1977,0,7
2,72570.0,0,3,1,67,0,1984,0,28
3,34529.0,1,3,2,94,0,1976,0,9
2,70792.0,0,1,2,82,0,1951,0,18
2,63211.0,0,3,2,3,0,1982,0,2
3,83891.0,0,3,1,24,1,1974,0,30
2,36065.0,1,0,3,54,1,1968,0,15
2,39898.0,0,2,2,20,1,1954,0,24
4,51141.0,0,0,1,96,0,1940,0,20
2,56939.0,0,3,2,19,1,1976,0,21
2,80872.0,0,0,1,60,0,1951,0,36
4,72335.0,0,2,1,2,0,1976,0,8
4,61798.0,0,0,1,13,0,1964,0,23
4,76842.0,0,1,1,37,0,1950,0,27
2,29478.0,1,2,1,59,0,1976,0,25
2,46998.0,0,0,5,55,1,1956,3,10
2,96843.0,0,0,1,60,0,1990,5,16
4,56551.0,1,1,3,48,1,1950,0,31
3,70053.0,0,3,3,38,1,1965,0,15
4,71670.0,0,1,1,8,0,1962,2,21
2,44359.0,1,3,3,19,1,1978,0,30
2,40887.0,1,0,3,32,1,1952,0,18
2,48877.0,0,1,1,27,1,1966,0,29
2,74485.0,0,2,1,58,0,1947,0,20
2,64474.0,0,2,2,59,1,1972,0,22
2,77226.0,0,2,2,29,1,1963,0,26
2,72643.0,0,1,1,60,0,1949,1,14
3,85738.0,0,2,1,41,0,1978,4,25
2,55686.0,0,1,2,27,1,1966,3,14
2,39062.0,1,0,1,28,0,1983,3,27
2,34600.0,1,2,5,8,1,1971,0,13
2,40794.0,0,3,2,18,1,1975,0,19
1,54690.0,1,3,3,76,1,1971,0,19
2,4428.0,0,3,0,0,1,1969,0,17
1,32632.0,0,3,2,32,0,1963,0,2
4,38236.0,1,0,4,2,1,1968,0,21
2,36781.0,1,3,1,16,0,1979,0,34
3,31385.0,1,0,1,56,0,1984,3,5
2,24570.0,1,3,3,97,0,1984,0,14
4,25509.0,1,1,3,15,0,1974,0,9
2,94642.0,0,3,0,35,0,1951,1,36
3,58646.0,0,3,1,3,1,1962,0,22
2,53201.0,1,0,8,49,1,1975,0,24
2,21994.0,0,2,1,4,1,1957,0,12
2,57113.0,1,3,6,45,1,1978,0,18
2,51373.0,0,3,1,37,0,1991,0,18
2,23477.0,1,3,3,39,0,1986,0,22
2,58116.0,0,3,2,38,1,1956,0,28
4,72968.0,0,1,1,8,0,1963,1,24
3,39791.0,0,3,2,89,1,1971,0,15
3,91712.0,0,0,0,47,0,1947,5,22
2,94472.0,0,0,1,75,1,1958,4,27
2,13672.0,1,2,2,86,1,1960,0,16
1,96547.0,0,3,0,4,0,1980,1,29
2,79205.0,0,3,1,73,0,1975,1,8
4,56559.0,0,2,3,46,1,1975,0,12
4,32644.0,1,3,4,38,0,1973,3,13
1,67506.0,0,0,1,73,1,1980,0,26
2,24206.0,1,0,1,66,0,1970,0,20
4,28420.0,1,1,1,36,0,1967,0,24
2,22979.0,1,3,3,29,0,1970,0,6
2,33279.0,0,0,1,29,0,1966,0,36
3,46423.0,1,0,3,6,1,1972,0,21
2,30368.0,0,3,2,97,1,1977,0,19
2,63684.0,0,3,3,61,1,1970,0,11
2,41638.0,0,1,4,68,1,1964,3,14
4,68805.0,0,1,1,73,1,1959,0,21
4,65814.0,0,2,3,90,1,1966,0,26
2,71964.0,0,1,1,81,0,1958,0,17
2,39146.0,1,0,3,1,0,1986,0,14
2,96876.0,0,2,1,79,0,1977,1,18
0,34445.0,0,3,6,92,0,1981,0,13
2,68281.0,0,0,1,31,0,1958,0,7
1,37284.0,1,3,1,46,1,1975,0,15
2,36790.0,0,3,1,14,0,1983,0,13
2,27943.0,1,2,3,89,1,1967,0,16
2,22263.0,1,1,2,31,1,1951,0,27
2,30261.0,1,2,1,75,2,1972,0,9
2,28587.0,1,2,3,42,0,1978,0,36
3,43815.0,1,3,1,53,0,1982,0,17
2,48195.0,1,3,6,53,1,1956,0,25
3,77027.0,0,3,2,23,1,1952,0,29
4,71322.0,0,3,2,57,1,1965,0,14
3,32765.0,1,3,2,49,0,1979,0,26
2,29672.0,1,2,1,6,1,1965,0,24
2,23272.0,0,1,1,29,0,1953,0,22
3,49912.0,0,2,4,5,1,1949,3,7
1,7500.0,1,2,4,98,0,1985,0,1
4,68117.0,0,1,2,80,1,1947,3,22
2,67225.0,0,3,3,4,1,1955,0,23
2,17649.0,1,3,3,70,0,1976,0,24
2,55914.0,0,2,4,32,1,1975,0,16
2,40059.0,1,3,1,82,0,1984,3,21
2,60905.0,0,2,2,27,1,1950,0,17
2,75330.0,1,3,4,94,1,1977,0,4
2,60689.0,0,0,4,23,1,1951,0,13
2,38680.0,1,3,1,97,0,1984,0,15
2,61416.0,0,2,1,25,0,1982,3,20
2,49767.0,0,0,1,92,0,1991,0,14
2,83273.0,1,0,10,98,2,1970,0,9
2,29009.0,1,3,2,19,0,1981,0,23
3,45057.0,1,3,1,80,0,1979,0,13
2,37150.0,1,3,8,80,0,1971,0,11
2,43020.0,1,0,3,79,0,1970,0,23
2,53154.0,0,3,1,50,1,1959,0,33
2,65308.0,0,3,1,60,0,1973,1,23
2,76467.0,1,0,2,44,0,1970,0,8
1,81044.0,0,3,1,0,0,1947,0,24
2,32871.0,1,3,1,28,1,1951,0,21
2,55801.0,1,0,6,35,1,1975,1,21
2,76320.0,0,1,2,49,1,1959,0,30
3,36927.0,1,0,2,46,1,1955,0,26
2,48794.0,1,2,1,97,1,1953,0,30
2,23478.0,0,0,1,51,0,1965,0,15
2,71128.0,1,1,3,80,0,1973,0,6
4,70179.0,0,1,3,10,1,1976,0,19
2,59462.0,0,3,2,29,1,1950,0,17
3,,1,2,7,52,1,1969,0,17
2,38361.0,1,2,3,74,0,1969,0,24
4,,1,0,2,82,0,1981,0,17
4,70038.0,0,2,1,54,0,1982,0,22
2,42554.0,1,2,2,93,1,1978,0,24
2,67445.0,0,3,5,63,1,1974,0,12
2,67046.0,0,1,2,92,1,1951,0,18
2,42192.0,0,3,1,40,0,1948,0,18
4,77610.0,0,3,2,70,1,1952,0,10
2,31761.0,1,3,2,96,0,1984,0,29
2,34350.0,1,2,1,81,0,1979,0,22
2,54591.0,0,2,3,63,1,1949,0,17
2,71866.0,0,3,1,85,1,1956,0,24
2,25293.0,1,3,1,51,0,1969,0,21
4,42000.0,0,0,2,23,0,1987,0,22
2,69520.0,0,3,1,95,0,1983,0,19
2,64713.0,1,1,2,11,0,1970,0,31
3,27889.0,1,3,1,42,0,1977,0,17
0,22123.0,0,1,1,77,0,1960,0,27
2,,1,3,4,82,1,1971,0,15
3,,0,2,2,83,1,1954,0,18
2,27803.0,1,3,2,40,0,1973,0,8
2,,0,0,3,95,1,1955,0,22
2,51651.0,0,3,4,32,1,1960,0,7
2,68487.0,0,3,1,48,0,1988,0,13
3,,0,1,1,75,0,1943,5,22
2,56796.0,0,3,3,24,1,1969,0,14
1,87000.0,0,3,1,61,0,1992,0,12
2,79823.0,0,3,1,6,1,1959,4,27
2,30828.0,1,0,2,16,0,1980,0,16
3,34109.0,0,3,1,39,1,1971,0,18
3,53367.0,1,1,7,2,1,1974,0,20
0,22390.0,0,2,1,49,0,1969,0,22
2,71322.0,0,2,1,31,1,1976,0,26
2,79244.0,0,0,1,58,0,1993,1,12
3,49912.0,0,2,4,5,1,1949,3,7
4,48699.0,1,3,1,90,1,1950,0,17
2,80144.0,0,2,1,47,0,1975,0,21
2,54252.0,1,0,5,25,1,1956,0,17
3,81929.0,1,3,2,60,0,1976,3,9
2,76068.0,0,3,1,67,1,1975,2,11
3,53204.0,1,3,1,40,1,1976,0,27
4,67911.0,0,2,3,63,1,1949,0,29
1,14796.0,1,3,2,1,0,1984,0,9
4,78128.0,0,3,2,89,1,1974,4,26
0,14188.0,0,3,1,40,0,1972,0,14
0,20425.0,1,3,2,5,0,1986,0,10
3,58646.0,0,3,1,3,1,1962,0,22
2,72967.0,0,1,2,1,1,1970,3,12
3,48150.0,0,3,3,24,1,1949,0,20
2,82332.0,0,0,1,89,0,1961,5,9
2,58275.0,1,1,6,48,1,1955,0,14
4,44953.0,0,2,1,31,0,1981,3,12
2,34587.0,1,2,2,68,1,1953,0,29
3,43018.0,0,2,1,46,1,1974,0,13
3,45736.0,0,3,5,92,1,1954,0,19
3,66476.0,0,2,2,80,1,1969,0,16
1,27733.0,1,3,2,16,0,1981,0,20
4,69805.0,0,2,2,50,1,1952,0,25
3,72217.0,0,0,1,93,0,1962,0,22
2,25818.0,1,1,1,51,0,1971,0,10
3,37509.0,1,2,2,24,0,1976,0,12
1,25176.0,1,2,1,79,1,1976,0,22
2,43586.0,0,3,3,26,1,1980,0,8
1,53230.0,0,3,4,86,1,1956,0,3
2,50116.0,1,2,2,68,1,1957,4,30
2,84906.0,0,2,1,98,0,1972,2,16
2,61286.0,0,3,2,34,1,1966,0,14
4,82333.0,0,3,1,60,0,1986,5,15
4,65220.0,0,2,4,3,0,1965,0,3
2,33590.0,2,2,1,65,1,1974,0,15
2,30992.0,1,1,1,83,0,1976,0,16
3,72309.0,0,0,1,64,0,1976,1,23
4,156924.0,0,3,0,85,0,1949,0,20
0,16005.0,1,3,3,69,0,1980,0,8
3,65487.0,0,0,3,48,0,1957,0,34
2,58692.0,0,3,1,21,1,1965,0,30
2,40590.0,1,1,5,30,1,1969,3,14
2,20587.0,1,0,1,39,0,1970,0,35
3,62637.0,0,1,1,76,1,1954,0,25
3,29435.0,1,1,4,11,1,1966,0,6
2,19346.0,1,1,1,26,0,1974,0,25
2,35788.0,1,3,2,34,1,1971,0,25
2,36997.0,1,1,5,72,1,1968,0,13
2,23539.0,0,3,1,13,0,1957,0,26
2,65333.0,0,0,7,58,1,1973,4,25
2,78499.0,0,0,1,12,0,1957,5,23
4,29732.0,1,2,1,23,0,1971,0,27
3,41275.0,1,2,4,33,2,1960,0,27
4,63516.0,1,2,4,30,1,1973,0,18
4,42769.0,0,3,2,15,1,1962,0,24
3,49572.0,1,3,2,25,1,1958,0,24
2,69209.0,0,3,2,4,0,1972,1,9
2,17148.0,1,3,4,80,0,1976,0,25
2,40590.0,1,1,5,30,1,1969,3,14
3,30560.0,1,2,1,6,0,1976,0,18
1,32146.0,1,3,2,16,0,1983,0,36
1,41713.0,1,1,5,57,1,1964,0,28
3,34176.0,0,2,1,9,1,1975,0,25
4,58482.0,0,3,2,59,1,1955,4,36
2,59686.0,0,0,1,78,1,1965,0,25
4,60896.0,0,3,3,90,1,1964,0,11
2,62994.0,1,2,1,74,0,1980,0,28
2,47320.0,0,2,6,10,1,1957,0,13
1,74859.0,0,1,1,63,0,1949,1,15
0,15253.0,1,0,2,13,0,1992,0,22
4,31560.0,1,0,2,98,0,1974,0,18
2,72071.0,0,1,3,4,1,1954,0,14
3,91172.0,0,0,0,94,0,1990,1,15
2,90000.0,0,3,1,91,0,1984,1,24
2,41967.0,1,0,1,66,1,1981,0,23
2,69263.0,0,0,1,14,1,1965,4,29
1,65706.0,0,1,1,77,0,1970,2,18
2,60934.0,0,2,2,41,1,1975,0,25
2,71965.0,0,3,3,21,1,1951,0,19
2,65210.0,0,3,2,25,1,1955,1,34
4,79174.0,0,3,1,2,0,1975,1,23
3,81380.0,0,1,1,51,0,1967,0,12
4,48432.0,0,0,5,3,1,1973,0,10
2,52914.0,0,3,2,32,1,1971,3,19
2,38946.0,0,2,2,84,1,1955,0,22
2,26067.0,1,3,3,49,0,1974,0,16
4,44325.0,0,3,4,69,1,1972,4,19
2,42523.0,0,3,1,96,0,1964,0,28
0,26487.0,1,0,3,23,0,1978,0,17
1,53233.0,0,3,1,18,1,1957,0,27
2,67716.0,0,3,4,8,1,1960,4,22
3,76234.0,0,3,1,21,1,1972,4,30
4,84117.0,0,3,1,60,0,1956,5,35
3,65487.0,0,2,3,48,0,1957,0,34
0,25224.0,1,3,2,36,0,1972,0,27
3,89616.0,0,0,1,36,0,1983,0,14
2,40851.0,1,1,1,63,1,1971,0,14
2,27469.0,0,3,1,2,0,1947,0,2
1,82347.0,0,3,1,38,0,1957,1,6
2,73803.0,0,3,2,61,1,1957,3,1
3,8820.0,1,0,4,52,1,1952,0,15
2,43322.0,0,0,1,25,0,1974,0,28
2,55593.0,0,2,2,63,1,1973,3,20
2,50501.0,1,3,7,10,1,1954,3,18
2,37085.0,1,3,4,65,1,1975,0,30
0,16185.0,1,0,2,71,0,1990,0,17
2,57731.0,0,0,4,0,1,1969,0,11
4,48432.0,0,0,5,3,1,1973,0,10
2,73807.0,0,3,2,88,1,1978,0,14
2,18929.0,0,3,1,15,0,1990,0,14
2,35893.0,1,0,6,80,1,1968,0,10
2,61014.0,0,3,4,17,1,1980,0,11
2,32144.0,1,2,4,76,1,1954,4,27
0,14918.0,0,2,1,52,1,1963,0,7
2,45146.0,1,1,2,28,1,1963,0,19
1,41769.0,0,1,6,31,1,1955,0,14
2,88325.0,0,2,1,42,0,1981,0,29
3,38054.0,1,1,2,24,1,1950,0,25
1,80617.0,0,0,1,42,0,1995,0,12
2,5305.0,0,3,0,12,1,1976,0,19
2,36807.0,1,2,1,88,1,1954,0,12
2,28427.0,1,2,2,67,0,1983,0,15
4,82032.0,0,1,0,54,0,1948,0,29
2,22775.0,1,2,1,40,0,1978,0,18
3,40101.0,1,2,4,73,0,1985,0,10
2,58025.0,0,3,3,81,1,1979,0,23
3,75777.0,0,0,1,12,0,1982,4,16
1,7500.0,1,2,4,7,0,1979,0,19
3,33562.0,1,3,3,33,2,1963,0,30
4,57642.0,0,0,3,24,1,1970,3,33
2,58554.0,1,2,6,55,1,1968,0,9
2,63777.0,1,3,8,87,1,1979,0,15
2,57967.0,0,0,5,39,1,1962,0,15
1,,0,2,0,53,0,1978,4,12
2,24434.0,2,3,2,9,0,1972,0,29
2,11012.0,1,0,3,82,0,1984,3,15
3,44802.0,0,0,2,71,0,1970,0,8
2,26816.0,0,0,1,50,0,1986,0,8
2,666666.0,1,2,4,23,0,1977,0,14
2,34421.0,1,3,1,81,0,1974,0,13
2,61223.0,0,3,2,46,1,1967,0,18
4,64014.0,2,2,7,56,1,1946,1,34
2,56981.0,0,1,1,91,0,1981,4,25
3,69245.0,0,2,2,8,1,1956,0,25
4,52869.0,1,3,3,40,1,1954,0,10
